?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/CHEBI_86315>	<http://www.w3.org/2000/01/rdf-schema#label>	"methyl sulfide"	
<http://purl.obolibrary.org/obo/CHEBI_28087>	<http://www.w3.org/2000/01/rdf-schema#label>	"glycogen"	
<http://purl.obolibrary.org/obo/CHEBI_36916>	<http://www.w3.org/2000/01/rdf-schema#label>	"cation"	
<http://purl.obolibrary.org/obo/CHEBI_37887>	<http://www.w3.org/2000/01/rdf-schema#label>	"adrenergic antagonist"	
<http://purl.obolibrary.org/obo/CHEBI_78608>	<http://www.w3.org/2000/01/rdf-schema#label>	"alpha-amino acid zwitterion"	
<http://purl.obolibrary.org/obo/CHEBI_26708>	<http://www.w3.org/2000/01/rdf-schema#label>	"sodium atom"	
<http://purl.obolibrary.org/obo/CHEBI_142355>	<http://www.w3.org/2000/01/rdf-schema#label>	"purines D-ribonucleoside"	
<http://purl.obolibrary.org/obo/CHEBI_33567>	<http://www.w3.org/2000/01/rdf-schema#label>	"catecholamine"	
<http://purl.obolibrary.org/obo/CHEBI_57925>	<http://www.w3.org/2000/01/rdf-schema#label>	"glutathionate(1-)"	
<http://purl.obolibrary.org/obo/CHEBI_36895>	<http://www.w3.org/2000/01/rdf-schema#label>	"monoatomic fluorine"	
<http://purl.obolibrary.org/obo/CHEBI_52845>	<http://www.w3.org/2000/01/rdf-schema#label>	"cyclic organic group"	
<http://purl.obolibrary.org/obo/CHEBI_63046>	<http://www.w3.org/2000/01/rdf-schema#label>	"emulsifier"	
<http://purl.obolibrary.org/obo/CHEBI_5686>	<http://www.w3.org/2000/01/rdf-schema#label>	"heterocyclic compound"	
<http://purl.obolibrary.org/obo/CHEBI_35705>	<http://www.w3.org/2000/01/rdf-schema#label>	"immunosuppressive agent"	
<http://purl.obolibrary.org/obo/CHEBI_46695>	<http://www.w3.org/2000/01/rdf-schema#label>	"fluorohydrocarbon"	
<http://purl.obolibrary.org/obo/CHEBI_30512>	<http://www.w3.org/2000/01/rdf-schema#label>	"silver atom"	
<http://purl.obolibrary.org/obo/CHEBI_33504>	<http://www.w3.org/2000/01/rdf-schema#label>	"alkali metal cation"	
<http://purl.obolibrary.org/obo/CHEBI_17688>	<http://www.w3.org/2000/01/rdf-schema#label>	"(S)-nicotine"	
<http://purl.obolibrary.org/obo/CHEBI_37015>	<http://www.w3.org/2000/01/rdf-schema#label>	"ribonucleoside 5'-phosphate"	
<http://purl.obolibrary.org/obo/CHEBI_77024>	<http://www.w3.org/2000/01/rdf-schema#label>	"EC 3.1.3.41 (4-nitrophenylphosphatase) inhibitor"	
<http://purl.obolibrary.org/obo/CHEBI_50184>	<http://www.w3.org/2000/01/rdf-schema#label>	"ion transport inhibitor"	
<http://purl.obolibrary.org/obo/CHEBI_57299>	<http://www.w3.org/2000/01/rdf-schema#label>	"ATP(3-)"	
<http://purl.obolibrary.org/obo/CHEBI_39124>	<http://www.w3.org/2000/01/rdf-schema#label>	"calcium ion"	
<http://purl.obolibrary.org/obo/CHEBI_32457>	<http://www.w3.org/2000/01/rdf-schema#label>	"cysteinate(2-)"	
<http://purl.obolibrary.org/obo/CHEBI_22901>	<http://www.w3.org/2000/01/rdf-schema#label>	"bisphenol"	
<http://purl.obolibrary.org/obo/CHEBI_16583>	<http://www.w3.org/2000/01/rdf-schema#label>	"butane-2,3-dione"	
<http://purl.obolibrary.org/obo/CHEBI_48354>	<http://www.w3.org/2000/01/rdf-schema#label>	"polar solvent"	
<http://purl.obolibrary.org/obo/CHEBI_36416>	<http://www.w3.org/2000/01/rdf-schema#label>	"mancude organic heterotricyclic parent"	
<http://purl.obolibrary.org/obo/CHEBI_24527>	<http://www.w3.org/2000/01/rdf-schema#label>	"herbicide"	
<http://purl.obolibrary.org/obo/CHEBI_27027>	<http://www.w3.org/2000/01/rdf-schema#label>	"micronutrient"	
<http://purl.obolibrary.org/obo/CHEBI_29337>	<http://www.w3.org/2000/01/rdf-schema#label>	"azanide"	
<http://purl.obolibrary.org/obo/CHEBI_39217>	<http://www.w3.org/2000/01/rdf-schema#label>	"antibiotic nematicide"	
<http://purl.obolibrary.org/obo/CHEBI_38700>	<http://www.w3.org/2000/01/rdf-schema#label>	"organic sodium salt"	
<http://purl.obolibrary.org/obo/CHEBI_32443>	<http://www.w3.org/2000/01/rdf-schema#label>	"L-cysteinate(2-)"	
<http://purl.obolibrary.org/obo/CHEBI_25579>	<http://www.w3.org/2000/01/rdf-schema#label>	"nonanone"	
<http://purl.obolibrary.org/obo/CHEBI_60330>	<http://www.w3.org/2000/01/rdf-schema#label>	"2-methyl-2-(methylsulfanyl)propanal oxime"	
<http://purl.obolibrary.org/obo/CHEBI_33249>	<http://www.w3.org/2000/01/rdf-schema#label>	"organyl group"	
<http://purl.obolibrary.org/obo/CHEBI_35570>	<http://www.w3.org/2000/01/rdf-schema#label>	"mancude organic heterobicyclic parent"	
<http://purl.obolibrary.org/obo/CHEBI_32952>	<http://www.w3.org/2000/01/rdf-schema#label>	"amine"	
<http://purl.obolibrary.org/obo/CHEBI_194338>	<http://www.w3.org/2000/01/rdf-schema#label>	"T-type calcium channel blocker"	
<http://purl.obolibrary.org/obo/CHEBI_76413>	<http://www.w3.org/2000/01/rdf-schema#label>	"greenhouse gas"	
<http://purl.obolibrary.org/obo/CHEBI_50902>	<http://www.w3.org/2000/01/rdf-schema#label>	"genotoxin"	
<http://purl.obolibrary.org/obo/CHEBI_24473>	<http://www.w3.org/2000/01/rdf-schema#label>	"halogen"	
<http://purl.obolibrary.org/obo/CHEBI_24873>	<http://www.w3.org/2000/01/rdf-schema#label>	"iron molecular entity"	
<http://purl.obolibrary.org/obo/CHEBI_51323>	<http://www.w3.org/2000/01/rdf-schema#label>	"cinchona alkaloid"	
<http://purl.obolibrary.org/obo/CHEBI_33285>	<http://www.w3.org/2000/01/rdf-schema#label>	"heteroorganic entity"	
<http://purl.obolibrary.org/obo/CHEBI_26952>	<http://www.w3.org/2000/01/rdf-schema#label>	"thioacetic acid"	
<http://purl.obolibrary.org/obo/CHEBI_76812>	<http://www.w3.org/2000/01/rdf-schema#label>	"EC 2.7.11.* (protein-serine/threonine kinase) inhibitor"	
<http://purl.obolibrary.org/obo/CHEBI_24921>	<http://www.w3.org/2000/01/rdf-schema#label>	"isoquinoline alkaloid"	
<http://purl.obolibrary.org/obo/CHEBI_25195>	<http://www.w3.org/2000/01/rdf-schema#label>	"mercury atom"	
<http://purl.obolibrary.org/obo/CHEBI_25698>	<http://www.w3.org/2000/01/rdf-schema#label>	"ether"	
<http://purl.obolibrary.org/obo/CHEBI_35718>	<http://www.w3.org/2000/01/rdf-schema#label>	"antifungal agent"	
<http://purl.obolibrary.org/obo/CHEBI_36963>	<http://www.w3.org/2000/01/rdf-schema#label>	"organooxygen compound"	
<http://purl.obolibrary.org/obo/CHEBI_26912>	<http://www.w3.org/2000/01/rdf-schema#label>	"oxolanes"	
<http://purl.obolibrary.org/obo/CHEBI_76971>	<http://www.w3.org/2000/01/rdf-schema#label>	"Escherichia coli metabolite"	
<http://purl.obolibrary.org/obo/CHEBI_67142>	<http://www.w3.org/2000/01/rdf-schema#label>	"nucleobase analogue"	
<http://purl.obolibrary.org/obo/CHEBI_76759>	<http://www.w3.org/2000/01/rdf-schema#label>	"EC 3.* (hydrolase) inhibitor"	
<http://purl.obolibrary.org/obo/CHEBI_197506>	<http://www.w3.org/2000/01/rdf-schema#label>	"medium-chain fatty alcohol"	
<http://purl.obolibrary.org/obo/CHEBI_33822>	<http://www.w3.org/2000/01/rdf-schema#label>	"organic hydroxy compound"	
<http://purl.obolibrary.org/obo/CHEBI_17137>	<http://www.w3.org/2000/01/rdf-schema#label>	"hydrogensulfite"	
<http://purl.obolibrary.org/obo/CHEBI_25990>	<http://www.w3.org/2000/01/rdf-schema#label>	"phenylethanolamines"	
<http://purl.obolibrary.org/obo/CHEBI_33551>	<http://www.w3.org/2000/01/rdf-schema#label>	"organosulfonic acid"	
<http://purl.obolibrary.org/obo/CHEBI_38632>	<http://www.w3.org/2000/01/rdf-schema#label>	"membrane transport modulator"	
<http://purl.obolibrary.org/obo/CHEBI_33216>	<http://www.w3.org/2000/01/rdf-schema#label>	"bisphenol A"	
<http://purl.obolibrary.org/obo/CHEBI_25413>	<http://www.w3.org/2000/01/rdf-schema#label>	"monounsaturated fatty acid"	
<http://purl.obolibrary.org/obo/CHEBI_25940>	<http://www.w3.org/2000/01/rdf-schema#label>	"peroxides"	
<http://purl.obolibrary.org/obo/CHEBI_33719>	<http://www.w3.org/2000/01/rdf-schema#label>	"alpha-amino-acid cation"	
<http://purl.obolibrary.org/obo/CHEBI_24913>	<http://www.w3.org/2000/01/rdf-schema#label>	"isoprenoid"	
<http://purl.obolibrary.org/obo/CHEBI_62031>	<http://www.w3.org/2000/01/rdf-schema#label>	"polar amino acid zwitterion"	
<http://purl.obolibrary.org/obo/CHEBI_32449>	<http://www.w3.org/2000/01/rdf-schema#label>	"D-cysteinate(1-)"	
<http://purl.obolibrary.org/obo/CHEBI_64857>	<http://www.w3.org/2000/01/rdf-schema#label>	"cosmetic"	
<http://purl.obolibrary.org/obo/CHEBI_33242>	<http://www.w3.org/2000/01/rdf-schema#label>	"inorganic hydride"	
<http://purl.obolibrary.org/obo/CHEBI_36343>	<http://www.w3.org/2000/01/rdf-schema#label>	"composite particle"	
<http://purl.obolibrary.org/obo/CHEBI_51086>	<http://www.w3.org/2000/01/rdf-schema#label>	"chemical role"	
<http://purl.obolibrary.org/obo/CHEBI_26144>	<http://www.w3.org/2000/01/rdf-schema#label>	"piperazines"	
<http://purl.obolibrary.org/obo/CHEBI_28694>	<http://www.w3.org/2000/01/rdf-schema#label>	"copper atom"	
<http://purl.obolibrary.org/obo/CHEBI_83821>	<http://www.w3.org/2000/01/rdf-schema#label>	"amino acid derivative"	
<http://purl.obolibrary.org/obo/CHEBI_39142>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bronsted base"	
<http://purl.obolibrary.org/obo/CHEBI_90710>	<http://www.w3.org/2000/01/rdf-schema#label>	"receptor modulator"	
<http://purl.obolibrary.org/obo/CHEBI_33318>	<http://www.w3.org/2000/01/rdf-schema#label>	"main group element atom"	
<http://purl.obolibrary.org/obo/CHEBI_76775>	<http://www.w3.org/2000/01/rdf-schema#label>	"EC 3.1.3.* (phosphoric monoester hydrolase) inhibitor"	
<http://purl.obolibrary.org/obo/CHEBI_23117>	<http://www.w3.org/2000/01/rdf-schema#label>	"chlorine molecular entity"	
<http://purl.obolibrary.org/obo/CHEBI_26712>	<http://www.w3.org/2000/01/rdf-schema#label>	"sodium molecular entity"	
<http://purl.obolibrary.org/obo/CHEBI_33676>	<http://www.w3.org/2000/01/rdf-schema#label>	"d-block molecular entity"	
<http://purl.obolibrary.org/obo/CHEBI_22323>	<http://www.w3.org/2000/01/rdf-schema#label>	"alkyl group"	
<http://purl.obolibrary.org/obo/CHEBI_16865>	<http://www.w3.org/2000/01/rdf-schema#label>	"gamma-aminobutyric acid"	
<http://purl.obolibrary.org/obo/CHEBI_26509>	<http://www.w3.org/2000/01/rdf-schema#label>	"quinoline alkaloid"	
<http://purl.obolibrary.org/obo/CHEBI_59137>	<http://www.w3.org/2000/01/rdf-schema#label>	"(8xi)-cinchonan"	
<http://purl.obolibrary.org/obo/CHEBI_17590>	<http://www.w3.org/2000/01/rdf-schema#label>	"octane"	
<http://purl.obolibrary.org/obo/CHEBI_35300>	<http://www.w3.org/2000/01/rdf-schema#label>	"ortho- and peri-fused polycyclic arene"	
<http://purl.obolibrary.org/obo/CHEBI_36357>	<http://www.w3.org/2000/01/rdf-schema#label>	"polyatomic entity"	
<http://purl.obolibrary.org/obo/CHEBI_26401>	<http://www.w3.org/2000/01/rdf-schema#label>	"purines"	
<http://purl.obolibrary.org/obo/CHEBI_27208>	<http://www.w3.org/2000/01/rdf-schema#label>	"unsaturated fatty acid"	
<http://purl.obolibrary.org/obo/CHEBI_83813>	<http://www.w3.org/2000/01/rdf-schema#label>	"proteinogenic amino acid"	
<http://purl.obolibrary.org/obo/CHEBI_23493>	<http://www.w3.org/2000/01/rdf-schema#label>	"cyclopentanes"	
<http://purl.obolibrary.org/obo/CHEBI_63248>	<http://www.w3.org/2000/01/rdf-schema#label>	"oxidising agent"	
<http://purl.obolibrary.org/obo/CHEBI_26151>	<http://www.w3.org/2000/01/rdf-schema#label>	"piperidines"	
<http://purl.obolibrary.org/obo/CHEBI_24129>	<http://www.w3.org/2000/01/rdf-schema#label>	"furans"	
<http://purl.obolibrary.org/obo/CHEBI_29202>	<http://www.w3.org/2000/01/rdf-schema#label>	"isocyanic acid"	
<http://purl.obolibrary.org/obo/CHEBI_24867>	<http://www.w3.org/2000/01/rdf-schema#label>	"monoatomic ion"	
<http://purl.obolibrary.org/obo/CHEBI_64049>	<http://www.w3.org/2000/01/rdf-schema#label>	"food acidity regulator"	
<http://purl.obolibrary.org/obo/CHEBI_35474>	<http://www.w3.org/2000/01/rdf-schema#label>	"anxiolytic drug"	
<http://purl.obolibrary.org/obo/CHEBI_33434>	<http://www.w3.org/2000/01/rdf-schema#label>	"elemental halogen"	
<http://purl.obolibrary.org/obo/CHEBI_61293>	<http://www.w3.org/2000/01/rdf-schema#label>	"adenyl nucleotide"	
<http://purl.obolibrary.org/obo/CHEBI_62488>	<http://www.w3.org/2000/01/rdf-schema#label>	"signalling molecule"	
<http://purl.obolibrary.org/obo/CHEBI_27136>	<http://www.w3.org/2000/01/rdf-schema#label>	"triol"	
<http://purl.obolibrary.org/obo/CHEBI_33937>	<http://www.w3.org/2000/01/rdf-schema#label>	"macronutrient"	
<http://purl.obolibrary.org/obo/CHEBI_33292>	<http://www.w3.org/2000/01/rdf-schema#label>	"fuel"	
<http://purl.obolibrary.org/obo/CHEBI_3992>	<http://www.w3.org/2000/01/rdf-schema#label>	"cyclic ketone"	
<http://purl.obolibrary.org/obo/CHEBI_38275>	<http://www.w3.org/2000/01/rdf-schema#label>	"pyrrolidinone"	
<http://purl.obolibrary.org/obo/CHEBI_33598>	<http://www.w3.org/2000/01/rdf-schema#label>	"carbocyclic compound"	
<http://purl.obolibrary.org/obo/CHEBI_35589>	<http://www.w3.org/2000/01/rdf-schema#label>	"9H-purine"	
<http://purl.obolibrary.org/obo/CHEBI_18282>	<http://www.w3.org/2000/01/rdf-schema#label>	"nucleobase"	
<http://purl.obolibrary.org/obo/CHEBI_17134>	<http://www.w3.org/2000/01/rdf-schema#label>	"octopamine"	
<http://purl.obolibrary.org/obo/CHEBI_59203>	<http://www.w3.org/2000/01/rdf-schema#label>	"straight-chain fatty acid anion"	
<http://purl.obolibrary.org/obo/CHEBI_33558>	<http://www.w3.org/2000/01/rdf-schema#label>	"alpha-amino-acid anion"	
<http://purl.obolibrary.org/obo/CHEBI_32988>	<http://www.w3.org/2000/01/rdf-schema#label>	"amide"	
<http://purl.obolibrary.org/obo/CHEBI_23451>	<http://www.w3.org/2000/01/rdf-schema#label>	"cyclitol"	
<http://purl.obolibrary.org/obo/CHEBI_18059>	<http://www.w3.org/2000/01/rdf-schema#label>	"lipid"	
<http://purl.obolibrary.org/obo/CHEBI_35488>	<http://www.w3.org/2000/01/rdf-schema#label>	"central nervous system depressant"	
<http://purl.obolibrary.org/obo/CHEBI_16375>	<http://www.w3.org/2000/01/rdf-schema#label>	"D-cysteine"	
<http://purl.obolibrary.org/obo/CHEBI_83057>	<http://www.w3.org/2000/01/rdf-schema#label>	"Daphnia metabolite"	
<http://purl.obolibrary.org/obo/CHEBI_2571>	<http://www.w3.org/2000/01/rdf-schema#label>	"aliphatic alcohol"	
<http://purl.obolibrary.org/obo/CHEBI_33693>	<http://www.w3.org/2000/01/rdf-schema#label>	"oxygen hydride"	
<http://purl.obolibrary.org/obo/CHEBI_25703>	<http://www.w3.org/2000/01/rdf-schema#label>	"organic phosphate"	
<http://purl.obolibrary.org/obo/CHEBI_25676>	<http://www.w3.org/2000/01/rdf-schema#label>	"oligopeptide"	
<http://purl.obolibrary.org/obo/CHEBI_35881>	<http://www.w3.org/2000/01/rdf-schema#label>	"pnictogen hydride"	
<http://purl.obolibrary.org/obo/CHEBI_50910>	<http://www.w3.org/2000/01/rdf-schema#label>	"neurotoxin"	
<http://purl.obolibrary.org/obo/CHEBI_63941>	<http://www.w3.org/2000/01/rdf-schema#label>	"22,23-dihydroavermectin B1a"	
<http://purl.obolibrary.org/obo/CHEBI_472805>	<http://www.w3.org/2000/01/rdf-schema#label>	"ouabain"	
<http://purl.obolibrary.org/obo/CHEBI_35678>	<http://www.w3.org/2000/01/rdf-schema#label>	"histamine agonist"	
<http://purl.obolibrary.org/obo/CHEBI_16670>	<http://www.w3.org/2000/01/rdf-schema#label>	"peptide"	
<http://purl.obolibrary.org/obo/CHEBI_33356>	<http://www.w3.org/2000/01/rdf-schema#label>	"iron group element atom"	
<http://purl.obolibrary.org/obo/CHEBI_26398>	<http://www.w3.org/2000/01/rdf-schema#label>	"purine ribonucleoside triphosphate"	
<http://purl.obolibrary.org/obo/CHEBI_47802>	<http://www.w3.org/2000/01/rdf-schema#label>	"5H-dibenzo[b,f]azepine"	
<http://purl.obolibrary.org/obo/CHEBI_47017>	<http://www.w3.org/2000/01/rdf-schema#label>	"tetrahydrofuranol"	
<http://purl.obolibrary.org/obo/CHEBI_35610>	<http://www.w3.org/2000/01/rdf-schema#label>	"antineoplastic agent"	
<http://purl.obolibrary.org/obo/CHEBI_37416>	<http://www.w3.org/2000/01/rdf-schema#label>	"EC 2.7.7.6 (RNA polymerase) inhibitor"	
<http://purl.obolibrary.org/obo/CHEBI_22985>	<http://www.w3.org/2000/01/rdf-schema#label>	"calcium molecular entity"	
<http://purl.obolibrary.org/obo/CHEBI_237958>	<http://www.w3.org/2000/01/rdf-schema#label>	"({[(2R,3S,4R,5R)-3,4-dihydroxy-5-(9H-purin-9-yl)oxolan-2-yl]methyl phosphonato}oxy)(phosphonatooxy)phosphinate"	
<http://purl.obolibrary.org/obo/CHEBI_46997>	<http://www.w3.org/2000/01/rdf-schema#label>	"L-ribose"	
<http://purl.obolibrary.org/obo/CHEBI_33673>	<http://www.w3.org/2000/01/rdf-schema#label>	"zinc group molecular entity"	
<http://purl.obolibrary.org/obo/CHEBI_27848>	<http://www.w3.org/2000/01/rdf-schema#label>	"alpha-L-rhamnoside"	
<http://purl.obolibrary.org/obo/CHEBI_51277>	<http://www.w3.org/2000/01/rdf-schema#label>	"thioester"	
<http://purl.obolibrary.org/obo/CHEBI_50511>	<http://www.w3.org/2000/01/rdf-schema#label>	"bipyridines"	
<http://purl.obolibrary.org/obo/CHEBI_53000>	<http://www.w3.org/2000/01/rdf-schema#label>	"epitope"	
<http://purl.obolibrary.org/obo/CHEBI_36893>	<http://www.w3.org/2000/01/rdf-schema#label>	"elemental iodine"	
<http://purl.obolibrary.org/obo/CHEBI_30320>	<http://www.w3.org/2000/01/rdf-schema#label>	"thioacetate"	
<http://purl.obolibrary.org/obo/CHEBI_52837>	<http://www.w3.org/2000/01/rdf-schema#label>	"quinolinium ion"	
<http://purl.obolibrary.org/obo/CHEBI_59905>	<http://www.w3.org/2000/01/rdf-schema#label>	"dopaminium(1+)"	
<http://purl.obolibrary.org/obo/CHEBI_33447>	<http://www.w3.org/2000/01/rdf-schema#label>	"phospho sugar"	
<http://purl.obolibrary.org/obo/CHEBI_32877>	<http://www.w3.org/2000/01/rdf-schema#label>	"primary amine"	
<http://purl.obolibrary.org/obo/CHEBI_76710>	<http://www.w3.org/2000/01/rdf-schema#label>	"EC 4.* (lyase) inhibitor"	
<http://purl.obolibrary.org/obo/CHEBI_35703>	<http://www.w3.org/2000/01/rdf-schema#label>	"xenobiotic"	
<http://purl.obolibrary.org/obo/CHEBI_77022>	<http://www.w3.org/2000/01/rdf-schema#label>	"EC 2.3.3.* (acyltransferase converting acyl to alkyl group on transfer) inhibitor"	
<http://purl.obolibrary.org/obo/CHEBI_51737>	<http://www.w3.org/2000/01/rdf-schema#label>	"alpha,beta-unsaturated carboxylic ester"	
<http://purl.obolibrary.org/obo/CHEBI_48278>	<http://www.w3.org/2000/01/rdf-schema#label>	"serotonergic drug"	
<http://purl.obolibrary.org/obo/CHEBI_22977>	<http://www.w3.org/2000/01/rdf-schema#label>	"cadmium atom"	
<http://purl.obolibrary.org/obo/CHEBI_55373>	<http://www.w3.org/2000/01/rdf-schema#label>	"isoxazoles"	
<http://purl.obolibrary.org/obo/CHEBI_26421>	<http://www.w3.org/2000/01/rdf-schema#label>	"pyridines"	
<http://purl.obolibrary.org/obo/CHEBI_33431>	<http://www.w3.org/2000/01/rdf-schema#label>	"elemental chlorine"	
<http://purl.obolibrary.org/obo/CHEBI_72695>	<http://www.w3.org/2000/01/rdf-schema#label>	"organic molecule"	
<http://purl.obolibrary.org/obo/CHEBI_33704>	<http://www.w3.org/2000/01/rdf-schema#label>	"alpha-amino acid"	
<http://purl.obolibrary.org/obo/CHEBI_33848>	<http://www.w3.org/2000/01/rdf-schema#label>	"polycyclic arene"	
<http://purl.obolibrary.org/obo/CHEBI_52217>	<http://www.w3.org/2000/01/rdf-schema#label>	"pharmaceutical"	
<http://purl.obolibrary.org/obo/CHEBI_41550>	<http://www.w3.org/2000/01/rdf-schema#label>	"fluoroform"	
<http://purl.obolibrary.org/obo/CHEBI_39209>	<http://www.w3.org/2000/01/rdf-schema#label>	"macrolide insecticide"	
<http://purl.obolibrary.org/obo/CHEBI_39215>	<http://www.w3.org/2000/01/rdf-schema#label>	"antibiotic pesticide"	
<http://purl.obolibrary.org/obo/CHEBI_83347>	<http://www.w3.org/2000/01/rdf-schema#label>	"organosulfonic ester"	
<http://purl.obolibrary.org/obo/CHEBI_26523>	<http://www.w3.org/2000/01/rdf-schema#label>	"reactive oxygen species"	
<http://purl.obolibrary.org/obo/CHEBI_58464>	<http://www.w3.org/2000/01/rdf-schema#label>	"nucleoside 3',5'-cyclic phosphate anion"	
<http://purl.obolibrary.org/obo/CHEBI_28112>	<http://www.w3.org/2000/01/rdf-schema#label>	"nickel atom"	
<http://purl.obolibrary.org/obo/CHEBI_37096>	<http://www.w3.org/2000/01/rdf-schema#label>	"adenosine 5'-phosphate"	
<http://purl.obolibrary.org/obo/CHEBI_26020>	<http://www.w3.org/2000/01/rdf-schema#label>	"phosphate"	
<http://purl.obolibrary.org/obo/CHEBI_25750>	<http://www.w3.org/2000/01/rdf-schema#label>	"oxime"	
<http://purl.obolibrary.org/obo/CHEBI_76760>	<http://www.w3.org/2000/01/rdf-schema#label>	"EC 3.1.* (ester hydrolase) inhibitor"	
<http://purl.obolibrary.org/obo/CHEBI_63510>	<http://www.w3.org/2000/01/rdf-schema#label>	"EC 3.6.3.9 (Na(+)/K(+)-transporting ATPase) inhibitor"	
<http://purl.obolibrary.org/obo/CHEBI_33303>	<http://www.w3.org/2000/01/rdf-schema#label>	"chalcogen"	
<http://purl.obolibrary.org/obo/CHEBI_26666>	<http://www.w3.org/2000/01/rdf-schema#label>	"short-chain fatty acid"	
<http://purl.obolibrary.org/obo/CHEBI_2555>	<http://www.w3.org/2000/01/rdf-schema#label>	"aldicarb"	
<http://purl.obolibrary.org/obo/CHEBI_38166>	<http://www.w3.org/2000/01/rdf-schema#label>	"organic heteropolycyclic compound"	
<http://purl.obolibrary.org/obo/CHEBI_58942>	<http://www.w3.org/2000/01/rdf-schema#label>	"cationic amino-acid residue"	
<http://purl.obolibrary.org/obo/CHEBI_50860>	<http://www.w3.org/2000/01/rdf-schema#label>	"organic molecular entity"	
